Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Ch_A_length,Ch_B_length,Fab_Total_AAs,N_Disulfide_Bonds,N_Salt_Bridges,N_Hydrogen_Bonds,Delta_H_REF,Delta_Cp_Proxy,Hydrophobic_SASA_Folded,Polar_SASA_Folded,Hydrophobic_SASA_Unfolded,Polar_SASA_Unfolded,Delta_SASA_Hydrophobic,Delta_SASA_Polar,Delta_G_NU,Delta_G_NU_at_T_REF,Delta_S_REF,Tm_Proxy_K,Tm_Proxy_C,T_Onset_Proxy_K,T_Onset_Proxy_C,N_Helix,N_Sheet,N_Coil,Pct_Helix,Pct_Sheet,Pct_Coil,Chain_N_Disulfide_Bonds,Chain_N_Salt_Bridges,Chain_N_Hydrogen_Bonds,Chain_Delta_H_REF,Chain_Delta_Cp_Proxy,Chain_Hydrophobic_SASA_Folded,Chain_Polar_SASA_Folded,Chain_Hydrophobic_SASA_Unfolded,Chain_Polar_SASA_Unfolded,Chain_Delta_SASA_Hydrophobic,Chain_Delta_SASA_Polar,Chain_Delta_G_NU,Chain_Delta_G_NU_at_T_REF,Chain_Delta_S_REF,Chain_Tm_Proxy_K,Chain_Tm_Proxy_C,Chain_T_Onset_Proxy_K,Chain_T_Onset_Proxy_C
Pamrevlumab,G1,Kappa,28228.49,218,214,432,3,22,273,-187.79,4.64,7408.414,12282.626,27727.0,31183.0,20318.586,18900.374,-199327.115,-199327.115,1347.21,273.15,0.0,273.15,0.0,40,125,249,9.66,30.19,60.14,2,13,141,-116.845,2.212,3366.181,6677.202,13369.0,16584.0,10002.819,9906.798,-199327.115,-199327.115,668.155,273.15,0.0,273.15,0.0
Panitumumab,G2,Kappa,25615.08,203,214,417,2,18,283,-198.606,4.75,6575.75,11231.812,27301.0,30368.0,20725.25,19136.188,-198043.169,-198043.169,1301.394,273.15,0.0,273.15,0.0,21,110,269,5.25,27.5,67.25,1,11,143,-110.129,2.355,3234.827,4775.333,13848.0,15223.0,10613.173,10447.667,-198043.169,-198043.169,663.871,273.15,0.0,273.15,0.0
Paridiprubart,G1,Kappa,30027.36,216,214,430,0,16,277,-129.424,4.529,8463.04,11868.796,28329.0,30418.0,19865.96,18549.204,-195543.033,-195543.033,1364.576,273.15,0.0,273.15,0.0,16,99,306,3.8,23.52,72.68,0,15,112,-71.385,2.086,4024.605,5947.174,13357.0,15005.0,9332.395,9057.826,-195543.033,-195543.033,655.615,273.15,0.0,273.15,0.0
Patritumab,G1,Kappa,27147.49,215,220,435,2,14,297,-176.078,4.796,7396.883,11775.515,28827.0,32528.0,21430.117,20752.485,-204004.559,-204004.559,1367.922,273.15,0.0,273.15,0.0,24,123,276,5.67,29.08,65.25,1,10,154,-119.165,2.157,3153.399,6193.932,13367.0,17160.0,10213.601,10966.068,-204004.559,-204004.559,683.835,273.15,0.0,273.15,0.0
Pembrolizumab,G4,Kappa,26623.03,204,218,422,4,30,231,-195.049,4.623,6878.024,10694.64,27242.0,29866.0,20363.976,19171.36,-187876.712,-187876.712,1280.951,273.15,0.0,273.15,0.0,16,133,266,3.86,32.05,64.1,2,16,100,-96.181,2.51,3032.759,4851.302,14020.0,15062.0,10987.241,10210.698,-187876.712,-187876.712,629.819,273.15,0.0,273.15,0.0
Pemivibart,G1,Lambda,27763.55,222,218,440,2,15,267,-145.101,4.697,7595.94,11289.03,28495.0,31362.0,20899.06,20072.97,-194464.833,-194464.833,1353.899,273.15,0.0,273.15,0.0,17,116,283,4.09,27.88,68.03,1,5,127,-67.99,2.159,3320.408,6184.66,13329.0,16548.0,10008.592,10363.34,-194464.833,-194464.833,652.01,273.15,0.0,273.15,0.0
Penpulimab,G1,Kappa,28965.93,216,214,430,2,18,277,-138.915,4.323,8723.41,10473.568,28592.0,30747.0,19868.59,20273.432,-204653.016,-204653.016,1375.085,273.15,0.0,273.15,0.0,18,139,259,4.33,33.41,62.26,1,6,134,-44.74,1.813,4690.381,5925.977,13537.0,15881.0,8846.619,9955.023,-204653.016,-204653.016,686.26,273.15,0.0,273.15,0.0
Pepinemab,G4,Kappa,23129.15,202,218,420,4,20,222,-200.684,4.744,4692.655,10113.519,25967.0,30859.0,21274.345,20745.481,-181805.683,-181805.683,1203.316,273.15,0.0,273.15,0.0,18,181,206,4.44,44.69,50.86,2,14,101,-108.585,2.47,2256.602,4997.964,13435.0,16088.0,11178.398,11090.036,-181805.683,-181805.683,609.415,273.15,0.0,273.15,0.0
Perenostobart,G4,Kappa,30493.04,205,214,419,0,15,298,-127.464,4.219,9221.43,11549.679,27779.0,28968.0,18557.57,17418.321,-208204.566,-208204.566,1381.536,273.15,0.0,273.15,0.0,11,64,334,2.69,15.65,81.66,0,6,151,-61.886,2.179,4524.559,6044.974,14150.0,15160.0,9625.441,9115.026,-208204.566,-208204.566,698.114,273.15,0.0,273.15,0.0
Peresolimab,G1,Kappa,29382.22,217,217,434,0,12,293,-137.115,4.261,8155.416,12458.34,27838.0,32721.0,19682.584,20262.66,-199226.076,-199226.076,1376.885,273.15,0.0,273.15,0.0,15,110,295,3.57,26.19,70.24,0,5,130,-50.963,2.035,3961.464,5517.834,13769.0,16345.0,9807.536,10827.166,-199226.076,-199226.076,668.037,273.15,0.0,273.15,0.0
Pertuzumab,G1,Kappa,27689.39,217,214,431,0,20,298,-196.713,4.796,7251.465,11358.245,28487.0,31562.0,21235.535,20203.755,-195464.532,-195464.532,1361.287,273.15,0.0,273.15,0.0,26,106,285,6.24,25.42,68.35,0,4,136,-64.626,2.021,3494.98,6355.477,13113.0,16768.0,9618.02,10412.523,-195464.532,-195464.532,655.374,273.15,0.0,273.15,0.0
Pidilizumab,G1,Kappa,22783.38,215,213,428,2,10,242,-147.876,5.215,5684.98,9515.045,28660.0,31153.0,22975.02,21637.955,-181468.248,-181468.248,1252.124,273.15,0.0,273.15,0.0,28,139,248,6.75,33.49,59.76,1,5,116,-79.62,2.466,2415.218,4804.081,13544.0,15783.0,11128.782,10978.919,-181468.248,-181468.248,608.38,273.15,0.0,273.15,0.0
Pimivalimab,G4,Kappa,22272.33,202,214,416,3,22,252,-240.182,5.067,4472.708,10491.489,26530.0,30761.0,22057.292,20269.511,-184087.733,-184087.733,1220.818,273.15,0.0,273.15,0.0,20,193,190,4.96,47.89,47.15,1,13,115,-110.939,2.513,2402.448,4949.727,13654.0,15888.0,11251.552,10938.273,-184087.733,-184087.733,617.061,273.15,0.0,273.15,0.0
Pimurutamab,G1,Kappa,25942.43,217,214,431,1,17,282,-190.739,5.255,6530.425,10735.721,28882.0,30271.0,22351.575,19535.279,-185656.498,-185656.498,1325.261,273.15,0.0,273.15,0.0,20,105,296,4.75,24.94,70.31,1,5,124,-83.585,2.58,2576.584,5219.622,13740.0,15348.0,11163.416,10128.378,-185656.498,-185656.498,622.415,273.15,0.0,273.15,0.0
Plonmarlimab,G1,Kappa,24100.06,218,214,432,4,20,273,-227.323,5.096,5667.074,9706.306,28098.0,30797.0,22430.926,21090.694,-188568.907,-188568.907,1302.677,273.15,0.0,273.15,0.0,15,162,247,3.54,38.21,58.25,2,11,130,-120.942,2.288,2442.303,4703.497,13203.0,16125.0,10760.697,11421.503,-188568.907,-188568.907,632.058,273.15,0.0,273.15,0.0
Plozalizumab,G1,Kappa,30196.91,215,219,434,2,19,255,-104.468,4.398,9381.263,11091.986,28984.0,29979.0,19602.737,18887.014,-217846.821,-217846.821,1378.532,273.15,0.0,273.15,0.0,18,119,281,4.31,28.47,67.22,1,9,138,-33.45,1.906,5781.985,6045.806,14484.0,14816.0,8702.015,8770.194,-217846.821,-217846.821,730.55,273.15,0.0,273.15,0.0
Plutavimab,G1,Kappa,27520.77,215,214,429,2,16,279,-168.372,4.756,7305.124,11749.762,28226.0,31393.0,20920.876,19643.238,-196001.247,-196001.247,1337.628,273.15,0.0,273.15,0.0,30,146,250,7.04,34.27,58.69,1,5,139,-78.873,2.247,3365.074,6328.356,13558.0,16486.0,10192.926,10157.644,-196001.247,-196001.247,657.127,273.15,0.0,273.15,0.0
Polatuzumab,G1,Kappa,27704.42,215,218,433,2,15,279,-166.292,4.966,7228.301,11630.203,28448.0,30372.0,21219.699,18741.797,-197386.198,-197386.198,1342.708,273.15,0.0,273.15,0.0,21,143,256,5.0,34.05,60.95,1,8,139,-97.29,2.267,3108.41,6007.532,13365.0,16176.0,10256.59,10168.468,-197386.198,-197386.198,661.71,273.15,0.0,273.15,0.0
Ponezumab,G2,Kappa,26147.62,200,219,419,4,23,305,-233.212,4.6,7191.515,10909.453,27480.0,30062.0,20288.485,19152.547,-209180.207,-209180.207,1349.788,273.15,0.0,273.15,0.0,21,128,263,5.1,31.07,63.83,2,15,154,-129.842,2.416,3686.334,5004.157,14405.0,15240.0,10718.666,10235.843,-209180.207,-209180.207,701.158,273.15,0.0,273.15,0.0
Posdinemab,G1,Kappa,26542.95,216,214,430,1,18,287,-183.75,5.044,7170.002,10327.238,29051.0,30291.0,21880.998,19963.762,-200568.094,-200568.094,1345.25,273.15,0.0,273.15,0.0,19,117,289,4.47,27.53,68.0,1,9,142,-89.592,2.199,3696.328,5171.726,13750.0,15331.0,10053.672,10159.274,-200568.094,-200568.094,672.408,273.15,0.0,273.15,0.0
Potravitug,G1,Kappa,28316.26,219,215,434,3,18,318,-203.307,4.977,7947.72,11497.599,29432.0,30897.0,21484.28,19399.401,-203298.628,-203298.628,1405.693,273.15,0.0,273.15,0.0,19,107,289,4.58,25.78,69.64,1,10,150,-103.48,2.407,3620.795,5495.469,14085.0,15088.0,10464.205,9592.531,-203298.628,-203298.628,681.52,273.15,0.0,273.15,0.0
Pozelimab,G4,Kappa,28011.37,204,214,418,2,11,290,-148.138,4.47,7754.464,12152.311,27436.0,30665.0,19681.536,18512.689,-197573.559,-197573.559,1332.862,273.15,0.0,273.15,0.0,22,102,279,5.46,25.31,69.23,1,7,142,-89.636,2.419,3374.573,5544.526,13954.0,15361.0,10579.427,9816.474,-197573.559,-197573.559,662.364,273.15,0.0,273.15,0.0
Praluzatamab,G1,Kappa,25272.62,219,219,438,3,21,274,-191.692,5.358,7132.319,10547.337,30310.0,31567.0,23177.681,21019.663,-201458.057,-201458.057,1352.308,273.15,0.0,273.15,0.0,19,178,227,4.48,41.98,53.54,1,12,150,-127.735,2.621,2970.608,4580.98,14568.0,15598.0,11597.392,11017.02,-201458.057,-201458.057,675.265,273.15,0.0,273.15,0.0
Prasinezumab,G1,Kappa,27357.75,214,220,434,2,13,286,-163.354,4.768,7305.828,10854.116,28524.0,31242.0,21218.172,20387.884,-202636.997,-202636.997,1351.646,273.15,0.0,273.15,0.0,28,133,261,6.64,31.52,61.85,1,7,147,-94.67,2.251,3373.212,5722.681,13953.0,16942.0,10579.788,11219.319,-202636.997,-202636.997,679.33,273.15,0.0,273.15,0.0
Prezalumab,G2,Kappa,22961.18,205,214,419,3,15,286,-217.525,5.183,5619.007,9537.897,28010.0,29790.0,22390.993,20252.103,-187849.025,-187849.025,1282.475,273.15,0.0,273.15,0.0,25,123,264,6.07,29.85,64.08,2,10,135,-128.382,2.411,2184.725,5361.054,13183.0,16429.0,10998.275,11067.946,-187849.025,-187849.025,629.618,273.15,0.0,273.15,0.0
Pritumumab,G1,Kappa,27738.25,218,214,432,2,8,286,-133.476,4.838,7700.948,11447.563,29028.0,31559.0,21327.052,20111.437,-198930.211,-198930.211,1352.524,273.15,0.0,273.15,0.0,36,136,254,8.45,31.92,59.62,1,7,146,-93.097,2.204,3396.118,5806.3,13536.0,16168.0,10139.882,10361.7,-198930.211,-198930.211,666.903,273.15,0.0,273.15,0.0
Prolgolimab,G1,Lambda,22851.91,227,212,439,4,27,225,-196.125,5.719,6115.015,9622.406,30168.0,30113.0,24052.985,20490.594,-188138.015,-188138.015,1286.875,273.15,0.0,273.15,0.0,24,180,223,5.62,42.15,52.22,2,12,117,-97.308,2.48,3027.665,5378.671,13863.0,15416.0,10835.335,10037.329,-188138.015,-188138.015,630.692,273.15,0.0,273.15,0.0
Pucotenlimab,G4,Kappa,25234.45,202,218,420,2,11,282,-172.397,5.175,6464.124,9367.553,28378.0,28331.0,21913.876,18963.447,-198445.021,-198445.021,1296.603,273.15,0.0,273.15,0.0,12,131,261,2.97,32.43,64.6,1,5,142,-84.696,2.691,3252.152,4749.924,14732.0,14855.0,11479.848,10105.076,-198445.021,-198445.021,665.304,273.15,0.0,273.15,0.0
Pulocimab,G1,Kappa,31233.46,214,214,428,2,8,314,-102.698,4.283,10052.067,11353.166,29213.0,29948.0,19160.933,18594.834,-208588.07,-208588.07,1431.302,273.15,0.0,273.15,0.0,17,139,260,4.09,33.41,62.5,1,2,152,-47.552,2.063,4657.933,5120.852,14167.0,14873.0,9509.067,9752.148,-208588.07,-208588.07,699.448,273.15,0.0,273.15,0.0
Quavonlimab,G1,Kappa,29790.94,213,214,427,2,14,292,-158.03,4.418,7918.807,12770.704,27530.0,31515.0,19611.193,18744.296,-197405.824,-197405.824,1359.97,273.15,0.0,273.15,0.0,39,115,270,9.2,27.12,63.68,1,7,149,-104.247,2.162,3070.109,6271.74,12889.0,16078.0,9818.891,9806.26,-197405.824,-197405.824,661.753,273.15,0.0,273.15,0.0
Quetmolimab,G2,Kappa,23939.26,203,214,417,2,17,263,-196.546,4.915,5698.164,9830.807,27192.0,29773.0,21493.836,19942.193,-190066.454,-190066.454,1258.454,273.15,0.0,273.15,0.0,25,123,259,6.14,30.22,63.64,1,10,127,-99.849,2.477,2846.045,5242.658,13735.0,15450.0,10888.955,10207.342,-190066.454,-190066.454,637.151,273.15,0.0,273.15,0.0
Quisovalimab,G4,Kappa,24682.91,206,214,420,4,12,297,-191.318,4.707,6787.275,10151.813,27725.0,30247.0,20937.725,20095.187,-194893.774,-194893.774,1322.682,273.15,0.0,273.15,0.0,13,140,261,3.14,33.82,63.04,2,8,141,-106.681,2.347,2972.764,4960.092,13685.0,15756.0,10712.236,10795.908,-194893.774,-194893.774,653.319,273.15,0.0,273.15,0.0
Racotumomab,G1,Kappa,29761.73,219,214,433,2,14,300,-167.14,4.022,7874.392,12631.138,26908.0,33044.0,19033.608,20412.862,-203988.391,-203988.391,1378.86,273.15,0.0,273.15,0.0,11,109,307,2.58,25.53,71.9,1,8,143,-75.071,1.716,4157.145,6488.79,12777.0,16615.0,8619.855,10126.21,-203988.391,-203988.391,683.929,273.15,0.0,273.15,0.0
Rademikibart,G4,Kappa,27246.9,199,216,415,2,13,288,-151.43,4.359,7862.797,10341.466,27038.0,28345.0,19175.203,18003.534,-200850.461,-200850.461,1329.57,273.15,0.0,273.15,0.0,13,114,279,3.2,28.08,68.72,1,10,151,-115.732,2.271,3170.703,5146.759,13494.0,15474.0,10323.297,10327.241,-200850.461,-200850.461,673.268,273.15,0.0,273.15,0.0
Ragifilimab,G1,Kappa,26915.18,216,220,436,0,7,428,-300.669,4.913,6213.235,11099.517,27994.0,31868.0,21780.765,20768.483,-219726.714,-219726.714,1462.331,273.15,0.0,273.15,0.0,23,177,226,5.4,41.55,53.05,0,2,217,-147.528,2.203,3098.888,5765.388,13466.0,16782.0,10367.112,11016.612,-219726.714,-219726.714,736.472,273.15,0.0,273.15,0.0
Raludotatug,G1,Kappa,24313.93,220,213,433,4,25,236,-196.901,5.166,6203.964,10064.521,28741.0,30867.0,22537.036,20802.479,-180728.36,-180728.36,1286.099,273.15,0.0,273.15,0.0,24,185,211,5.71,44.05,50.24,2,16,99,-108.197,2.405,2512.12,5205.525,13465.0,16199.0,10952.88,10993.475,-180728.36,-180728.36,605.803,273.15,0.0,273.15,0.0
Ramucirumab,G1,Kappa,27187.71,214,214,428,2,9,272,-102.925,4.664,8522.985,10203.485,29209.0,29948.0,20686.015,19744.515,-196158.455,-196158.455,1352.075,273.15,0.0,273.15,0.0,16,133,266,3.86,32.05,64.1,1,8,137,-89.381,2.428,3344.756,4452.469,14163.0,14873.0,10818.244,10420.531,-196158.455,-196158.455,657.619,273.15,0.0,273.15,0.0
Rapaprutug,G1,Kappa,23146.58,214,217,431,3,27,266,-231.344,4.947,6186.236,9558.161,28284.0,30947.0,22097.764,21388.839,-195670.08,-195670.08,1312.656,273.15,0.0,273.15,0.0,30,169,218,7.19,40.53,52.28,1,15,141,-140.19,2.171,2592.419,4972.063,13021.0,16424.0,10428.581,11451.937,-195670.08,-195670.08,655.81,273.15,0.0,273.15,0.0
Ravagalimab,G1,Kappa,27704.78,214,220,434,2,15,276,-157.211,4.849,7471.556,10639.295,28840.0,30776.0,21368.444,20136.705,-204929.823,-204929.823,1347.789,273.15,0.0,273.15,0.0,25,115,288,5.84,26.87,67.29,1,8,152,-102.004,2.306,3439.835,5942.14,13907.0,16381.0,10467.165,10438.86,-204929.823,-204929.823,686.996,273.15,0.0,273.15,0.0
Ravulizumab,G2,Kappa,24356.3,206,214,420,4,20,282,-214.925,4.859,6523.015,9798.326,27970.0,30074.0,21446.985,20275.674,-197830.841,-197830.841,1309.075,273.15,0.0,273.15,0.0,21,129,261,5.11,31.39,63.5,2,12,141,-116.864,2.291,3205.437,5114.065,13675.0,15685.0,10469.563,10570.935,-197830.841,-197830.841,663.136,273.15,0.0,273.15,0.0
Recaticimab,G1,Kappa,30683.6,219,219,438,2,14,301,-156.441,4.58,8342.368,12256.667,28681.0,31714.0,20338.632,19457.333,-206532.334,-206532.334,1401.559,273.15,0.0,273.15,0.0,13,89,324,3.05,20.89,76.06,1,8,146,-82.564,2.177,3977.437,5792.035,13964.0,15945.0,9986.563,10152.965,-206532.334,-206532.334,692.436,273.15,0.0,273.15,0.0
Recibokibart,G1,Kappa,29400.61,217,215,432,2,15,286,-151.536,4.542,8098.573,11782.212,28382.0,31403.0,20283.427,19620.788,-198975.524,-198975.524,1369.464,273.15,0.0,273.15,0.0,16,136,269,3.8,32.3,63.9,1,8,142,-91.941,2.1,3442.352,5647.214,13359.0,16245.0,9916.648,10597.786,-198975.524,-198975.524,667.059,273.15,0.0,273.15,0.0
Reflocibart,G4,Kappa,31740.68,204,214,418,3,16,295,-146.017,4.022,8999.305,12927.556,26751.0,29705.0,17751.695,16777.444,-205639.026,-205639.026,1374.983,273.15,0.0,273.15,0.0,24,103,286,5.81,24.94,69.25,1,6,143,-59.483,1.88,4460.687,6548.991,13312.0,15962.0,8851.313,9413.009,-205639.026,-205639.026,689.517,273.15,0.0,273.15,0.0
Regdanvimab,G1,Lambda,22266.42,226,216,442,4,27,287,-278.013,5.703,5319.463,10057.752,29754.0,31763.0,24434.537,21705.248,-190049.392,-190049.392,1334.987,273.15,0.0,273.15,0.0,31,195,196,7.35,46.21,46.45,2,12,125,-114.957,2.519,2641.729,4833.71,13845.0,15584.0,11203.271,10750.29,-190049.392,-190049.392,637.043,273.15,0.0,273.15,0.0
Relatlimab,G4,Kappa,27226.9,204,214,418,3,7,325,-187.985,4.918,7080.582,11539.767,28157.0,30269.0,21076.418,18729.233,-202069.011,-202069.011,1348.015,273.15,0.0,273.15,0.0,24,129,257,5.85,31.46,62.68,1,4,159,-93.571,2.448,3417.158,5959.026,14033.0,15641.0,10615.842,9681.974,-202069.011,-202069.011,677.429,273.15,0.0,273.15,0.0
Remternetug,G1,Kappa,25478.62,220,214,434,4,9,287,-179.831,4.954,6366.749,11037.131,28137.0,31438.0,21770.251,20400.869,-195956.35,-195956.35,1327.169,273.15,0.0,273.15,0.0,16,141,267,3.77,33.25,62.97,2,8,141,-103.105,2.327,3115.8,5437.248,13625.0,15820.0,10509.2,10382.752,-195956.35,-195956.35,656.895,273.15,0.0,273.15,0.0
Remzistotug,G1,Kappa,24555.64,221,213,434,3,16,288,-212.879,5.298,6044.841,10624.409,28857.0,31106.0,22812.159,20481.591,-190860.769,-190860.769,1326.121,273.15,0.0,273.15,0.0,19,131,273,4.49,30.97,64.54,1,9,140,-116.24,2.348,2550.411,5728.273,13209.0,16359.0,10658.589,10630.727,-190860.769,-190860.769,639.76,273.15,0.0,273.15,0.0
Renvistobart,G1,Kappa,28561.52,228,216,444,2,13,297,-164.805,5.027,7687.794,12756.392,29685.0,33192.0,21997.206,20435.608,-198595.09,-198595.09,1392.195,273.15,0.0,273.15,0.0,19,114,298,4.41,26.45,69.14,1,9,138,-92.218,2.582,3431.276,5263.007,14541.0,15221.0,11109.724,9957.993,-198595.09,-198595.09,665.782,273.15,0.0,273.15,0.0
Reslizumab,G4,Kappa,25736.21,200,214,414,2,8,286,-172.225,4.587,6151.015,10728.375,26616.0,30490.0,20464.985,19761.625,-194084.414,-194084.414,1277.775,273.15,0.0,273.15,0.0,14,118,270,3.48,29.35,67.16,1,5,139,-85.324,2.144,3107.045,5578.61,13277.0,16524.0,10169.955,10945.39,-194084.414,-194084.414,650.676,273.15,0.0,273.15,0.0
Resugosbart,G4,Kappa,24966.67,201,214,415,4,36,281,-290.625,4.587,6015.015,10126.69,26334.0,29472.0,20318.985,19345.31,-193182.055,-193182.055,1301.375,273.15,0.0,273.15,0.0,8,154,246,1.96,37.75,60.29,2,13,138,-131.505,2.28,2659.789,4758.88,13289.0,15875.0,10629.211,11116.12,-193182.055,-193182.055,647.495,273.15,0.0,273.15,0.0
Retavibart,G1,Kappa,24520.37,225,215,440,4,23,276,-241.816,5.69,5687.342,10295.787,30034.0,31860.0,24346.658,21564.213,-192986.999,-192986.999,1325.184,273.15,0.0,273.15,0.0,23,175,231,5.36,40.79,53.85,2,9,138,-114.101,2.463,2715.955,5430.751,13729.0,16106.0,11013.045,10675.249,-192986.999,-192986.999,646.899,273.15,0.0,273.15,0.0
Retifanlimab,G4,Kappa,23197.08,203,218,421,4,29,248,-235.902,5.366,5763.902,9742.74,28197.0,28590.0,22433.098,18847.26,-186392.784,-186392.784,1267.098,273.15,0.0,273.15,0.0,16,177,219,3.88,42.96,53.16,2,18,103,-117.229,2.798,2630.851,4877.602,14387.0,14873.0,11756.149,9995.398,-186392.784,-186392.784,624.771,273.15,0.0,273.15,0.0
Riliprubart,G4,Kappa,25787.54,203,218,421,3,20,265,-203.567,4.886,6137.317,10098.587,27078.0,28712.0,20940.683,18613.413,-197042.042,-197042.042,1283.433,273.15,0.0,273.15,0.0,16,116,277,3.91,28.36,67.73,1,11,139,-113.498,2.485,2940.063,5254.448,13808.0,15335.0,10867.937,10080.552,-197042.042,-197042.042,660.502,273.15,0.0,273.15,0.0
Rilotumumab,G2,Kappa,29137.08,204,215,419,0,9,288,-127.247,4.588,7870.116,12842.715,27892.0,31339.0,20021.884,18496.285,-197796.87,-197796.87,1331.753,273.15,0.0,273.15,0.0,23,50,331,5.69,12.38,81.93,0,4,147,-80.857,2.592,3285.71,6144.296,14199.0,15463.0,10913.29,9318.704,-197796.87,-197796.87,663.143,273.15,0.0,273.15,0.0
Riltovetbart,G2,Kappa,23581.22,202,218,420,4,26,284,-264.908,5.064,5563.675,9989.868,27591.0,30203.0,22027.325,20213.132,-197719.4,-197719.4,1293.092,273.15,0.0,273.15,0.0,15,170,229,3.62,41.06,55.31,2,16,138,-139.313,2.626,2827.474,5118.512,14200.0,15459.0,11372.526,10340.488,-197719.4,-197719.4,662.687,273.15,0.0,273.15,0.0
Rinatabart,G1,Kappa,25827.88,221,214,435,2,10,296,-183.624,5.096,6415.04,10716.735,28706.0,31408.0,22290.96,20691.265,-197958.246,-197958.246,1338.376,273.15,0.0,273.15,0.0,20,150,251,4.75,35.63,59.62,1,4,148,-85.331,2.348,3306.76,5335.151,13861.0,15676.0,10554.24,10340.849,-197958.246,-197958.246,663.669,273.15,0.0,273.15,0.0
Rinucumab,G4,Kappa,27197.54,206,215,421,2,23,253,-176.896,4.912,7044.177,11242.457,28131.0,30054.0,21086.823,18811.543,-186302.97,-186302.97,1296.104,273.15,0.0,273.15,0.0,20,139,251,4.88,33.9,61.22,1,16,113,-116.528,2.857,2578.895,5553.245,14270.0,14869.0,11691.105,9315.755,-186302.97,-186302.97,624.472,273.15,0.0,273.15,0.0
Ripertamab,G1,Kappa,23034.47,219,213,432,4,14,276,-200.468,4.988,5901.295,10011.963,28345.0,32032.0,22443.705,22020.037,-192143.422,-192143.422,1305.532,273.15,0.0,273.15,0.0,21,183,220,4.95,43.16,51.89,2,11,137,-120.953,2.49,2721.861,4911.719,13822.0,15616.0,11100.139,10704.281,-192143.422,-192143.422,644.047,273.15,0.0,273.15,0.0
Risankizumab,G1,Kappa,26015.71,218,214,432,3,18,278,-202.772,5.233,6369.111,10470.753,28777.0,30352.0,22407.889,19881.247,-192478.065,-192478.065,1322.228,273.15,0.0,273.15,0.0,23,143,254,5.48,34.05,60.48,1,10,134,-105.78,2.594,2888.792,5222.799,13945.0,14933.0,11056.208,9710.201,-192478.065,-192478.065,645.22,273.15,0.0,273.15,0.0
Rituximab,G1,Kappa,23660.55,219,213,432,4,17,272,-195.062,4.807,6437.53,10020.719,28345.0,32032.0,21907.47,22011.281,-192381.6,-192381.6,1317.938,273.15,0.0,273.15,0.0,21,174,226,4.99,41.33,53.68,2,10,135,-111.122,2.43,2875.134,4848.801,13822.0,15616.0,10946.866,10767.199,-192381.6,-192381.6,644.878,273.15,0.0,273.15,0.0
Rocatinlimab,G1,Kappa,27669.5,215,214,429,2,11,258,-102.767,4.695,8289.33,10670.404,28948.0,30075.0,20658.67,19404.596,-195274.698,-195274.698,1336.233,273.15,0.0,273.15,0.0,17,129,267,4.12,31.23,64.65,1,6,127,-62.254,2.107,3709.83,5839.938,13281.0,15404.0,9571.17,9564.062,-195274.698,-195274.698,654.746,273.15,0.0,273.15,0.0
Roconkibart,G4,Kappa,23466.55,201,219,420,4,14,287,-214.54,5.018,5778.403,9807.045,27638.0,29923.0,21859.597,20115.955,-198938.137,-198938.137,1289.46,273.15,0.0,273.15,0.0,18,172,221,4.38,41.85,53.77,2,9,145,-116.148,2.394,2914.089,4948.294,13866.0,16025.0,10951.911,11076.706,-198938.137,-198938.137,666.852,273.15,0.0,273.15,0.0
Roledumab,G1,Kappa,23910.54,224,214,438,3,12,287,-186.331,5.077,6426.745,9685.233,29191.0,31879.0,22764.255,22193.767,-185978.849,-185978.849,1338.669,273.15,0.0,273.15,0.0,35,121,268,8.25,28.54,63.21,2,8,124,-102.568,2.151,2457.284,5266.497,12946.0,17063.0,10488.716,11796.503,-185978.849,-185978.849,623.432,273.15,0.0,273.15,0.0
Rolistobart,G4,Kappa,27540.77,206,218,424,3,17,287,-190.74,4.663,7050.394,10821.441,27513.0,29940.0,20462.606,19118.559,-197132.174,-197132.174,1331.26,273.15,0.0,273.15,0.0,27,124,264,6.51,29.88,63.61,2,6,142,-99.148,2.222,2994.08,5238.69,13397.0,16193.0,10402.92,10954.31,-197132.174,-197132.174,660.852,273.15,0.0,273.15,0.0
Romlusevimab,G1,Lambda,23750.76,217,214,431,3,21,241,-178.483,5.173,6340.667,9990.408,28915.0,30840.0,22574.333,20849.592,-189269.849,-189269.849,1285.517,273.15,0.0,273.15,0.0,14,195,193,3.48,48.51,48.01,2,15,115,-108.55,2.453,2978.004,4815.769,13733.0,14843.0,10754.996,10027.231,-189269.849,-189269.849,634.45,273.15,0.0,273.15,0.0
Romosozumab,G2,Kappa,27119.24,207,214,421,2,19,307,-215.869,4.187,7005.237,10883.076,26395.0,30925.0,19389.763,20041.924,-197747.416,-197747.416,1345.131,273.15,0.0,273.15,0.0,12,136,262,2.93,33.17,63.9,1,4,145,-80.02,2.014,3399.188,5572.672,13114.0,16316.0,9714.812,10743.328,-197747.416,-197747.416,662.98,273.15,0.0,273.15,0.0
Rontalizumab,G2,Kappa,29470.54,201,218,419,2,11,282,-141.297,4.379,7708.115,11512.407,27326.0,30601.0,19617.885,19088.593,-200345.825,-200345.825,1325.703,273.15,0.0,273.15,0.0,17,105,280,4.23,26.12,69.65,1,3,147,-78.299,2.127,3388.023,6270.305,13296.0,16616.0,9907.977,10345.695,-200345.825,-200345.825,671.701,273.15,0.0,273.15,0.0
